GEOID,State,Year,Type,GEO display_label,Households,Poverty Households,ALICE Households,Above ALICE Households,Source: American Community Survey,County
1244275,Florida,2023,Place,"Merritt Island CDP, Florida",13867,1095,3874,8898,5-Year,"Brevard County, Florida"
1244300,Florida,2023,Place,"Mexico Beach city, Florida",568,30,189,349,5-Year,"Bay County, Florida"
1245100,Florida,2023,Place,"Miami Lakes town, Florida",11268,649,3584,7035,5-Year,"Miami-Dade County, Florida"
1245175,Florida,2023,Place,"Miami Shores village, Florida",3653,235,738,2680,5-Year,"Miami-Dade County, Florida"
1245200,Florida,2023,Place,"Miami Springs city, Florida",5497,733,1838,2926,5-Year,"Miami-Dade County, Florida"
1245225,Florida,2023,Place,"Micanopy town, Florida",287,27,86,174,5-Year,"Alachua County, Florida"
1245275,Florida,2023,Place,"Micco CDP, Florida",5033,611,2712,1710,5-Year,"Brevard County, Florida"
1245300,Florida,2023,Place,"Miccosukee CDP, Florida",160,16,56,88,5-Year,"Leon County, Florida"
1245350,Florida,2023,Place,"Middleburg CDP, Florida",4908,342,2049,2517,5-Year,"Clay County, Florida"
1245425,Florida,2023,Place,"Midway city, Florida",1237,224,401,612,5-Year,"Gadsden County, Florida"
1245465,Florida,2023,Place,"Midway CDP (Santa Rosa County), Florida",8071,630,2217,5224,5-Year,"Santa Rosa County, Florida"
1245475,Florida,2023,Place,"Midway CDP (Seminole County), Florida",631,109,298,224,5-Year,"Seminole County, Florida"
1245750,Florida,2023,Place,"Milton city, Florida",4533,541,1611,2381,5-Year,"Santa Rosa County, Florida"
1245775,Florida,2023,Place,"Mims CDP, Florida",3063,387,1275,1401,5-Year,"Brevard County, Florida"
1245900,Florida,2023,Place,"Minneola city, Florida",4999,294,1104,3601,5-Year,"Lake County, Florida"
1245975,Florida,2023,Place,"Miramar city, Florida",44446,3779,14493,26174,5-Year,"Broward County, Florida"
1246000,Florida,2023,Place,"Miramar Beach CDP, Florida",4126,234,998,2894,5-Year,"Walton County, Florida"
1246225,Florida,2023,Place,"Molino CDP, Florida",525,56,58,411,5-Year,"Escambia County, Florida"
1246500,Florida,2023,Place,"Monticello city, Florida",1265,286,455,524,5-Year,"Jefferson County, Florida"
1246520,Florida,2023,Place,"Montura CDP, Florida",1361,397,513,451,5-Year,"Hendry County, Florida"
1246525,Florida,2023,Place,"Montverde town, Florida",654,15,200,439,5-Year,"Lake County, Florida"
1246540,Florida,2023,Place,"Moon Lake CDP, Florida",1610,465,725,420,5-Year,"Pasco County, Florida"
1246550,Florida,2023,Place,"Moore Haven city, Florida",805,340,166,299,5-Year,"Glades County, Florida"
1247000,Florida,2023,Place,"Mount Carmel CDP, Florida",107,14,17,76,5-Year,"Santa Rosa County, Florida"
1247050,Florida,2023,Place,"Mount Dora city, Florida",7129,994,2573,3562,5-Year,"Lake County, Florida"
1247125,Florida,2023,Place,"Mount Plymouth CDP, Florida",1731,112,529,1090,5-Year,"Lake County, Florida"
1247175,Florida,2023,Place,"Mulat CDP, Florida",114,0,10,104,5-Year,"Santa Rosa County, Florida"
1247200,Florida,2023,Place,"Mulberry city, Florida",1715,273,690,752,5-Year,"Polk County, Florida"
1247300,Florida,2023,Place,"Munson CDP, Florida",109,28,43,38,5-Year,"Santa Rosa County, Florida"
1247550,Florida,2023,Place,"Myrtle Grove CDP, Florida",6236,963,1942,3331,5-Year,"Escambia County, Florida"
1247625,Florida,2023,Place,"Naples city, Florida",9790,645,2414,6731,5-Year,"Collier County, Florida"
1247650,Florida,2023,Place,"Naples Manor CDP, Florida",1247,255,547,445,5-Year,"Collier County, Florida"
1247675,Florida,2023,Place,"Naples Park CDP, Florida",2152,105,972,1075,5-Year,"Collier County, Florida"
1247700,Florida,2023,Place,"Naranja CDP, Florida",4638,1269,1726,1643,5-Year,"Miami-Dade County, Florida"
1247787,Florida,2023,Place,"Nassau Village-Ratliff CDP, Florida",2115,338,838,939,5-Year,"Nassau County, Florida"
1248050,Florida,2023,Place,"Navarre CDP, Florida",14209,992,3246,9971,5-Year,"Santa Rosa County, Florida"
1248055,Florida,2023,Place,"Navarre Beach CDP, Florida",756,26,258,472,5-Year,"Santa Rosa County, Florida"
1248100,Florida,2023,Place,"Neptune Beach city, Florida",3283,37,747,2499,5-Year,"Duval County, Florida"
1248200,Florida,2023,Place,"Newberry city, Florida",2679,211,635,1833,5-Year,"Alachua County, Florida"
1248500,Florida,2023,Place,"New Port Richey city, Florida",8056,1038,5062,1956,5-Year,"Pasco County, Florida"
1248525,Florida,2023,Place,"New Port Richey East CDP, Florida",5477,908,3057,1512,5-Year,"Pasco County, Florida"
1248625,Florida,2023,Place,"New Smyrna Beach city, Florida",15663,1524,4536,9603,5-Year,"Volusia County, Florida"
1248750,Florida,2023,Place,"Niceville city, Florida",5923,568,1138,4217,5-Year,"Okaloosa County, Florida"
1248825,Florida,2023,Place,"Nobleton CDP, Florida",174,59,97,18,5-Year,"Hernando County, Florida"
1248850,Florida,2023,Place,"Nocatee CDP, Florida",8758,512,1757,6489,5-Year,"St. Johns County, Florida"
1248875,Florida,2023,Place,"Nokomis CDP, Florida",1800,266,921,613,5-Year,"Sarasota County, Florida"
1249225,Florida,2023,Place,"North Bay Village city, Florida",3415,390,1340,1685,5-Year,"Miami-Dade County, Florida"
1249237,Florida,2023,Place,"North Brooksville CDP, Florida",1529,438,454,637,5-Year,"Hernando County, Florida"
1249260,Florida,2023,Place,"Northdale CDP, Florida",9451,569,2755,6127,5-Year,"Hillsborough County, Florida"
1249275,Florida,2023,Place,"North DeLand CDP, Florida",480,123,130,227,5-Year,"Volusia County, Florida"
1249350,Florida,2023,Place,"North Fort Myers CDP, Florida",21903,3387,9409,9107,5-Year,"Lee County, Florida"
1249406,Florida,2023,Place,"North Key Largo CDP, Florida",776,191,148,437,5-Year,"Monroe County, Florida"
1249425,Florida,2023,Place,"North Lauderdale city, Florida",15491,2132,6941,6418,5-Year,"Broward County, Florida"
1249435,Florida,2023,Place,"North Merritt Island CDP, Florida",3395,202,842,2351,5-Year,"Brevard County, Florida"
1249450,Florida,2023,Place,"North Miami city, Florida",20077,3218,10493,6366,5-Year,"Miami-Dade County, Florida"
1249475,Florida,2023,Place,"North Miami Beach city, Florida",15591,2237,8107,5247,5-Year,"Miami-Dade County, Florida"
1249600,Florida,2023,Place,"North Palm Beach village, Florida",6431,488,2285,3658,5-Year,"Palm Beach County, Florida"
1249675,Florida,2023,Place,"North Port city, Florida",31569,2032,10815,18722,5-Year,"Sarasota County, Florida"
1249725,Florida,2023,Place,"North Redington Beach town, Florida",647,55,194,398,5-Year,"Pinellas County, Florida"
1249750,Florida,2023,Place,"North River Shores CDP, Florida",1581,180,546,855,5-Year,"Martin County, Florida"
1249787,Florida,2023,Place,"North Sarasota CDP, Florida",1111,251,271,589,5-Year,"Sarasota County, Florida"
1249905,Florida,2023,Place,"North Weeki Wachee CDP, Florida",3472,414,1427,1631,5-Year,"Hernando County, Florida"
1250450,Florida,2023,Place,"Oak Hill city, Florida",793,106,230,457,5-Year,"Volusia County, Florida"
1250525,Florida,2023,Place,"Oakland town, Florida",1205,118,176,911,5-Year,"Orange County, Florida"
1250575,Florida,2023,Place,"Oakland Park city, Florida",17303,2084,7501,7718,5-Year,"Broward County, Florida"
1250630,Florida,2023,Place,"Oakleaf Plantation CDP, Florida",9788,964,2113,6711,5-Year,"Clay County, Florida"
1250638,Florida,2023,Place,"Oak Ridge CDP, Florida",7488,1771,2978,2739,5-Year,"Orange County, Florida"
1250750,Florida,2023,Place,"Ocala city, Florida",26238,4214,10086,11938,5-Year,"Marion County, Florida"
1250756,Florida,2023,Place,"Ocala Estates CDP, Florida",626,103,239,284,5-Year,"Marion County, Florida"
1250875,Florida,2023,Place,"Ocean Breeze town, Florida",225,3,92,130,5-Year,"Martin County, Florida"
1250925,Florida,2023,Place,"Ocean City CDP, Florida",2815,179,1396,1240,5-Year,"Okaloosa County, Florida"
1250950,Florida,2023,Place,"Ocean Ridge town, Florida",817,91,199,527,5-Year,"Palm Beach County, Florida"
1251050,Florida,2023,Place,"Ocklawaha CDP, Florida",891,111,516,264,5-Year,"Marion County, Florida"
1251075,Florida,2023,Place,"Ocoee city, Florida",14494,1236,4057,9201,5-Year,"Orange County, Florida"
1251100,Florida,2023,Place,"Odessa CDP, Florida",2846,81,660,2105,5-Year,"Pasco County, Florida"
1251125,Florida,2023,Place,"Ojus CDP, Florida",6818,997,3012,2809,5-Year,"Miami-Dade County, Florida"
1251200,Florida,2023,Place,"Okeechobee city, Florida",1806,382,747,677,5-Year,"Okeechobee County, Florida"
1251342,Florida,2023,Place,"Old Miakka CDP, Florida",557,51,56,450,5-Year,"Sarasota County, Florida"
1251350,Florida,2023,Place,"Oldsmar city, Florida",5451,423,1923,3105,5-Year,"Pinellas County, Florida"
1251400,Florida,2023,Place,"Olga CDP, Florida",988,50,343,595,5-Year,"Lee County, Florida"
1251475,Florida,2023,Place,"Olympia Heights CDP, Florida",4126,660,935,2531,5-Year,"Miami-Dade County, Florida"
1251587,Florida,2023,Place,"On Top of the World CDP, Florida",8071,536,3100,4435,5-Year,"Marion County, Florida"
1251650,Florida,2023,Place,"Opa-locka city, Florida",5767,1906,2737,1124,5-Year,"Miami-Dade County, Florida"
1251825,Florida,2023,Place,"Orange City city, Florida",6333,963,2582,2788,5-Year,"Volusia County, Florida"
1252125,Florida,2023,Place,"Orange Park town, Florida",3643,477,1191,1975,5-Year,"Clay County, Florida"
1252162,Florida,2023,Place,"Orangetree CDP, Florida",1720,14,686,1020,5-Year,"Collier County, Florida"
1252175,Florida,2023,Place,"Orchid town, Florida",309,8,8,293,5-Year,"Indian River County, Florida"
1252250,Florida,2023,Place,"Oriole Beach CDP, Florida",822,18,301,503,5-Year,"Santa Rosa County, Florida"
1253100,Florida,2023,Place,"Orlovista CDP, Florida",2369,603,1098,668,5-Year,"Orange County, Florida"
1253150,Florida,2023,Place,"Ormond Beach city, Florida",19331,2050,6942,10339,5-Year,"Volusia County, Florida"
1253200,Florida,2023,Place,"Ormond-by-the-Sea CDP, Florida",3768,398,1358,2012,5-Year,"Volusia County, Florida"
1253425,Florida,2023,Place,"Osprey CDP, Florida",2797,275,773,1749,5-Year,"Sarasota County, Florida"
1253575,Florida,2023,Place,"Oviedo city, Florida",13275,802,2937,9536,5-Year,"Seminole County, Florida"
1253725,Florida,2023,Place,"Pace CDP, Florida",8992,824,2715,5453,5-Year,"Santa Rosa County, Florida"
1253775,Florida,2023,Place,"Page Park CDP, Florida",316,45,235,36,5-Year,"Lee County, Florida"
1253800,Florida,2023,Place,"Pahokee city, Florida",1459,347,648,464,5-Year,"Palm Beach County, Florida"
1253850,Florida,2023,Place,"Paisley CDP, Florida",365,26,200,139,5-Year,"Lake County, Florida"
1253875,Florida,2023,Place,"Palatka city, Florida",4277,1332,1616,1329,5-Year,"Putnam County, Florida"
1254000,Florida,2023,Place,"Palm Bay city, Florida",44432,4714,16837,22881,5-Year,"Brevard County, Florida"
1254025,Florida,2023,Place,"Palm Beach town, Florida",5452,389,847,4216,5-Year,"Palm Beach County, Florida"
1254075,Florida,2023,Place,"Palm Beach Gardens city, Florida",26283,1824,7714,16745,5-Year,"Palm Beach County, Florida"
1254150,Florida,2023,Place,"Palm Beach Shores town, Florida",733,35,299,399,5-Year,"Palm Beach County, Florida"
1254175,Florida,2023,Place,"Palm City CDP, Florida",10197,535,2176,7486,5-Year,"Martin County, Florida"
1254200,Florida,2023,Place,"Palm Coast city, Florida",38257,3365,14125,20767,5-Year,"Flagler County, Florida"
1254238,Florida,2023,Place,"Palmer Ranch CDP, Florida",8265,507,2158,5600,5-Year,"Sarasota County, Florida"
1254250,Florida,2023,Place,"Palmetto city, Florida",5316,709,2140,2467,5-Year,"Manatee County, Florida"
1254275,Florida,2023,Place,"Palmetto Bay village, Florida",8138,506,1722,5910,5-Year,"Miami-Dade County, Florida"
1254300,Florida,2023,Place,"Palmetto Estates CDP, Florida",4232,354,1416,2462,5-Year,"Miami-Dade County, Florida"
1254350,Florida,2023,Place,"Palm Harbor CDP, Florida",26724,2939,8619,15166,5-Year,"Pinellas County, Florida"
1254357,Florida,2023,Place,"Palmona Park CDP, Florida",258,122,136,0,5-Year,"Lee County, Florida"
1254387,Florida,2023,Place,"Palm River-Clair Mel CDP, Florida",9765,1317,4084,4364,5-Year,"Hillsborough County, Florida"
1254425,Florida,2023,Place,"Palm Shores town, Florida",558,36,174,348,5-Year,"Brevard County, Florida"
1254450,Florida,2023,Place,"Palm Springs village, Florida",8727,1174,4359,3194,5-Year,"Palm Beach County, Florida"
1254500,Florida,2023,Place,"Palm Springs North CDP, Florida",1525,173,383,969,5-Year,"Miami-Dade County, Florida"
1254525,Florida,2023,Place,"Palm Valley CDP, Florida",8670,454,2268,5948,5-Year,"St. Johns County, Florida"
1254625,Florida,2023,Place,"Panacea CDP, Florida",347,79,213,55,5-Year,"Wakulla County, Florida"
1254700,Florida,2023,Place,"Panama City city, Florida",14807,2504,4707,7596,5-Year,"Bay County, Florida"
1254725,Florida,2023,Place,"Panama City Beach city, Florida",8470,551,2262,5657,5-Year,"Bay County, Florida"
1254912,Florida,2023,Place,"Paradise Heights CDP, Florida",574,0,393,181,5-Year,"Orange County, Florida"
1255075,Florida,2023,Place,"Parker city, Florida",1823,81,675,1067,5-Year,"Bay County, Florida"
1255125,Florida,2023,Place,"Parkland city, Florida",10828,424,1180,9224,5-Year,"Broward County, Florida"
1255305,Florida,2023,Place,"Pasadena Hills CDP, Florida",4746,344,1799,2603,5-Year,"Pasco County, Florida"
1255375,Florida,2023,Place,"Patrick AFB CDP, Florida",513,73,130,310,5-Year,"Brevard County, Florida"
1255475,Florida,2023,Place,"Paxton town, Florida",254,45,100,109,5-Year,"Walton County, Florida"
1255532,Florida,2023,Place,"Pea Ridge CDP, Florida",1419,76,716,627,5-Year,"Santa Rosa County, Florida"
1255540,Florida,2023,Place,"Pebble Creek CDP, Florida",3645,229,862,2554,5-Year,"Hillsborough County, Florida"
1255650,Florida,2023,Place,"Pelican Bay CDP, Florida",3755,290,582,2883,5-Year,"Collier County, Florida"
1255680,Florida,2023,Place,"Pelican Marsh CDP, Florida",1263,23,271,969,5-Year,"Collier County, Florida"
1255750,Florida,2023,Place,"Pembroke Park town, Florida",2431,583,1233,615,5-Year,"Broward County, Florida"
1255775,Florida,2023,Place,"Pembroke Pines city, Florida",63994,8678,20825,34491,5-Year,"Broward County, Florida"
1255875,Florida,2023,Place,"Penney Farms town, Florida",228,7,106,115,5-Year,"Clay County, Florida"
1255925,Florida,2023,Place,"Pensacola city, Florida",24979,3100,7112,14767,5-Year,"Escambia County, Florida"
1256004,Florida,2023,Place,"Pensacola Station CDP, Florida",500,66,155,279,5-Year,"Escambia County, Florida"
1256150,Florida,2023,Place,"Perry city, Florida",2416,373,1099,944,5-Year,"Taylor County, Florida"
1256425,Florida,2023,Place,"Pierson town, Florida",528,103,238,187,5-Year,"Volusia County, Florida"
1256475,Florida,2023,Place,"Pine Air CDP, Florida",572,97,288,187,5-Year,"Palm Beach County, Florida"
1256500,Florida,2023,Place,"Pine Castle CDP, Florida",3398,634,1846,918,5-Year,"Orange County, Florida"
1256525,Florida,2023,Place,"Pinecraft CDP, Florida",271,15,178,78,5-Year,"Sarasota County, Florida"
1256625,Florida,2023,Place,"Pinecrest village, Florida",5999,390,1210,4399,5-Year,"Miami-Dade County, Florida"
1256825,Florida,2023,Place,"Pine Hills CDP, Florida",23310,4296,10011,9003,5-Year,"Orange County, Florida"
1256850,Florida,2023,Place,"Pine Island Center CDP, Florida",694,86,301,307,5-Year,"Lee County, Florida"
1256865,Florida,2023,Place,"Pine Lakes CDP, Florida",413,47,150,216,5-Year,"Lake County, Florida"
1256875,Florida,2023,Place,"Pineland CDP, Florida",183,5,65,113,5-Year,"Lee County, Florida"
1256975,Florida,2023,Place,"Pinellas Park city, Florida",21805,3164,8312,10329,5-Year,"Pinellas County, Florida"
1257025,Florida,2023,Place,"Pine Manor CDP, Florida",1155,281,757,117,5-Year,"Lee County, Florida"
1257058,Florida,2023,Place,"Pine Ridge CDP (Citrus County), Florida",4964,490,1489,2985,5-Year,"Citrus County, Florida"
1257066,Florida,2023,Place,"Pine Ridge CDP (Collier County), Florida",772,42,192,538,5-Year,"Collier County, Florida"
1257250,Florida,2023,Place,"Pinewood CDP, Florida",5587,1296,2935,1356,5-Year,"Miami-Dade County, Florida"
1257320,Florida,2023,Place,"Pioneer CDP, Florida",285,43,42,200,5-Year,"Hendry County, Florida"
1257425,Florida,2023,Place,"Plantation city, Florida",36735,4008,11576,21151,5-Year,"Broward County, Florida"
1257450,Florida,2023,Place,"Plantation CDP, Florida",2567,93,882,1592,5-Year,"Sarasota County, Florida"
1257518,Florida,2023,Place,"Plantation Mobile Home Park CDP, Florida",307,69,127,111,5-Year,"Palm Beach County, Florida"
1257550,Florida,2023,Place,"Plant City city, Florida",14711,1989,6059,6663,5-Year,"Hillsborough County, Florida"
1257900,Florida,2023,Place,"Poinciana CDP, Florida",23235,3127,8508,11600,5-Year,"Polk County, Florida"
1257908,Florida,2023,Place,"Point Baker CDP, Florida",1306,219,523,564,5-Year,"Santa Rosa County, Florida"
1257950,Florida,2023,Place,"Polk City town, Florida",1052,121,296,635,5-Year,"Polk County, Florida"
1258025,Florida,2023,Place,"Pomona Park town, Florida",321,84,116,121,5-Year,"Putnam County, Florida"
1258175,Florida,2023,Place,"Ponce de Leon town, Florida",208,31,76,101,5-Year,"Holmes County, Florida"
1258200,Florida,2023,Place,"Ponce Inlet town, Florida",1750,96,483,1171,5-Year,"Volusia County, Florida"
1258350,Florida,2023,Place,"Port Charlotte CDP, Florida",27406,2896,11333,13177,5-Year,"Charlotte County, Florida"
1258420,Florida,2023,Place,"Port LaBelle CDP, Florida",2522,289,1032,1201,5-Year,"Hendry County, Florida"
1258575,Florida,2023,Place,"Port Orange city, Florida",27916,3168,9173,15575,5-Year,"Volusia County, Florida"
1258600,Florida,2023,Place,"Port Richey city, Florida",1460,259,697,504,5-Year,"Pasco County, Florida"
1258675,Florida,2023,Place,"Port St. Joe city, Florida",1564,197,588,779,5-Year,"Gulf County, Florida"
1258700,Florida,2023,Place,"Port St. John CDP, Florida",9310,780,3004,5526,5-Year,"Brevard County, Florida"
1258727,Florida,2023,Place,"Port Salerno CDP, Florida",4623,391,2090,2142,5-Year,"Martin County, Florida"
1258962,Florida,2023,Place,"Pretty Bayou CDP, Florida",1075,30,346,699,5-Year,"Bay County, Florida"
1258975,Florida,2023,Place,"Princeton CDP, Florida",11947,1438,4373,6136,5-Year,"Miami-Dade County, Florida"
1259050,Florida,2023,Place,"Progress Village CDP, Florida",4444,426,1313,2705,5-Year,"Hillsborough County, Florida"
1259200,Florida,2023,Place,"Punta Gorda city, Florida",10006,948,2688,6370,5-Year,"Charlotte County, Florida"
1259250,Florida,2023,Place,"Punta Rassa CDP, Florida",796,46,213,537,5-Year,"Lee County, Florida"
1259311,Florida,2023,Place,"Quail Ridge CDP, Florida",1109,68,308,733,5-Year,"Pasco County, Florida"
1259325,Florida,2023,Place,"Quincy city, Florida",2810,1073,1053,684,5-Year,"Gadsden County, Florida"
1259400,Florida,2023,Place,"Raiford town, Florida",114,37,34,43,5-Year,"Union County, Florida"
1259450,Florida,2023,Place,"Rainbow Lakes Estates CDP, Florida",1397,202,720,475,5-Year,"Marion County, Florida"
1259466,Florida,2023,Place,"Rainbow Park CDP, Florida",652,169,209,274,5-Year,"Marion County, Florida"
1259470,Florida,2023,Place,"Rainbow Springs CDP, Florida",2589,305,1142,1142,5-Year,"Marion County, Florida"
1259475,Florida,2023,Place,"Raleigh CDP, Florida",290,42,66,182,5-Year,"Levy County, Florida"
1259675,Florida,2023,Place,"Reddick town, Florida",273,86,74,113,5-Year,"Marion County, Florida"
1259725,Florida,2023,Place,"Redington Beach town, Florida",613,48,116,449,5-Year,"Pinellas County, Florida"
1259750,Florida,2023,Place,"Redington Shores town, Florida",1201,55,256,890,5-Year,"Pinellas County, Florida"
1260225,Florida,2023,Place,"Richmond Heights CDP, Florida",2895,436,1354,1105,5-Year,"Miami-Dade County, Florida"
1260230,Florida,2023,Place,"Richmond West CDP, Florida",10592,786,3218,6588,5-Year,"Miami-Dade County, Florida"
1260275,Florida,2023,Place,"Ridgecrest CDP, Florida",999,120,546,333,5-Year,"Pinellas County, Florida"
1260325,Florida,2023,Place,"Ridge Manor CDP, Florida",1871,184,1113,574,5-Year,"Hernando County, Florida"
1260475,Florida,2023,Place,"Ridge Wood Heights CDP, Florida",2463,234,968,1261,5-Year,"Sarasota County, Florida"
1260550,Florida,2023,Place,"Rio CDP, Florida",461,67,86,308,5-Year,"Martin County, Florida"
1260562,Florida,2023,Place,"Rio Pinar CDP, Florida",1790,147,421,1222,5-Year,"Orange County, Florida"
1260785,Florida,2023,Place,"River Park CDP, Florida",2535,237,1216,1082,5-Year,"St. Lucie County, Florida"
1260835,Florida,2023,Place,"River Ridge CDP, Florida",1860,167,630,1063,5-Year,"Pasco County, Florida"
1260950,Florida,2023,Place,"Riverview CDP, Florida",38144,3597,10033,24514,5-Year,"Hillsborough County, Florida"
1260975,Florida,2023,Place,"Riviera Beach city, Florida",13567,2428,5868,5271,5-Year,"Palm Beach County, Florida"
1261500,Florida,2023,Place,"Rockledge city, Florida",11778,827,3771,7180,5-Year,"Brevard County, Florida"
1261615,Florida,2023,Place,"Roeville CDP, Florida",223,34,34,155,5-Year,"Santa Rosa County, Florida"
1261807,Florida,2023,Place,"Roosevelt Gardens CDP, Florida",928,120,604,204,5-Year,"Broward County, Florida"
1261875,Florida,2023,Place,"Roseland CDP, Florida",787,40,272,475,5-Year,"Indian River County, Florida"
1261937,Florida,2023,Place,"Rotonda CDP, Florida",5277,484,1808,2985,5-Year,"Charlotte County, Florida"
1262100,Florida,2023,Place,"Royal Palm Beach village, Florida",13742,833,4730,8179,5-Year,"Palm Beach County, Florida"
1262118,Florida,2023,Place,"Royal Palm Estates CDP, Florida",669,149,304,216,5-Year,"Palm Beach County, Florida"
1262275,Florida,2023,Place,"Ruskin CDP, Florida",9640,971,3458,5211,5-Year,"Hillsborough County, Florida"
1262425,Florida,2023,Place,"Safety Harbor city, Florida",6858,530,1727,4601,5-Year,"Pinellas County, Florida"
1262500,Florida,2023,Place,"St. Augustine city, Florida",6243,761,2010,3472,5-Year,"St. Johns County, Florida"
1262525,Florida,2023,Place,"St. Augustine Beach city, Florida",3076,300,864,1912,5-Year,"St. Johns County, Florida"
1262550,Florida,2023,Place,"St. Augustine Shores CDP, Florida",4375,233,2014,2128,5-Year,"St. Johns County, Florida"
1262562,Florida,2023,Place,"St. Augustine South CDP, Florida",2113,79,876,1158,5-Year,"St. Johns County, Florida"
1262625,Florida,2023,Place,"St. Cloud city, Florida",19588,1966,7190,10432,5-Year,"Osceola County, Florida"
1262650,Florida,2023,Place,"St. George Island CDP, Florida",569,35,145,389,5-Year,"Franklin County, Florida"
1262675,Florida,2023,Place,"St. James City CDP, Florida",1852,216,727,909,5-Year,"Lee County, Florida"
1262775,Florida,2023,Place,"St. Leo town, Florida",243,0,92,151,5-Year,"Pasco County, Florida"
1262800,Florida,2023,Place,"St. Lucie Village town, Florida",308,23,98,187,5-Year,"St. Lucie County, Florida"
1262825,Florida,2023,Place,"St. Marks city, Florida",137,22,54,61,5-Year,"Wakulla County, Florida"
1262885,Florida,2023,Place,"St. Pete Beach city, Florida",4827,309,1161,3357,5-Year,"Pinellas County, Florida"
1263225,Florida,2023,Place,"Samoset CDP, Florida",1294,191,681,422,5-Year,"Manatee County, Florida"
1263362,Florida,2023,Place,"Samsula-Spruce Creek CDP, Florida",2128,137,508,1483,5-Year,"Volusia County, Florida"
1263375,Florida,2023,Place,"San Antonio city, Florida",530,52,158,320,5-Year,"Pasco County, Florida"
1263425,Florida,2023,Place,"San Carlos Park CDP, Florida",6452,548,2153,3751,5-Year,"Lee County, Florida"
1263435,Florida,2023,Place,"San Castle CDP, Florida",1012,305,460,247,5-Year,"Palm Beach County, Florida"
1263650,Florida,2023,Place,"Sanford city, Florida",24022,3129,10141,10752,5-Year,"Seminole County, Florida"
1263700,Florida,2023,Place,"Sanibel city, Florida",3309,304,724,2281,5-Year,"Lee County, Florida"
1264175,Florida,2023,Place,"Sarasota city, Florida",25572,3320,9045,13207,5-Year,"Sarasota County, Florida"
1264325,Florida,2023,Place,"Sarasota Springs CDP, Florida",4741,425,1320,2996,5-Year,"Sarasota County, Florida"
1264400,Florida,2023,Place,"Satellite Beach city, Florida",4219,174,925,3120,5-Year,"Brevard County, Florida"
1264525,Florida,2023,Place,"Sawgrass CDP, Florida",2153,184,450,1519,5-Year,"St. Johns County, Florida"
1264547,Florida,2023,Place,"Schall Circle CDP, Florida",209,65,124,20,5-Year,"Palm Beach County, Florida"
1264625,Florida,2023,Place,"Scottsmoor CDP, Florida",309,57,142,110,5-Year,"Brevard County, Florida"
1264725,Florida,2023,Place,"Sea Ranch Lakes village, Florida",172,4,13,155,5-Year,"Broward County, Florida"
1264825,Florida,2023,Place,"Sebastian city, Florida",11512,1036,4401,6075,5-Year,"Indian River County, Florida"
1264875,Florida,2023,Place,"Sebring city, Florida",5071,1425,1631,2015,5-Year,"Highlands County, Florida"
1264925,Florida,2023,Place,"Seffner CDP, Florida",2796,169,941,1686,5-Year,"Hillsborough County, Florida"
1264975,Florida,2023,Place,"Seminole city, Florida",8989,991,2938,5060,5-Year,"Pinellas County, Florida"
1265100,Florida,2023,Place,"Seminole Manor CDP, Florida",721,73,310,338,5-Year,"Palm Beach County, Florida"
1265200,Florida,2023,Place,"Seville CDP, Florida",290,8,46,236,5-Year,"Volusia County, Florida"
1265225,Florida,2023,Place,"Sewall's Point town, Florida",900,6,128,766,5-Year,"Martin County, Florida"
1265385,Florida,2023,Place,"Shady Hills CDP, Florida",4121,472,1778,1871,5-Year,"Pasco County, Florida"
1265425,Florida,2023,Place,"Shalimar town, Florida",390,23,46,321,5-Year,"Okaloosa County, Florida"
1265525,Florida,2023,Place,"Sharpes CDP, Florida",1184,251,344,589,5-Year,"Brevard County, Florida"
1266000,Florida,2023,Place,"Siesta Key CDP, Florida",3083,222,667,2194,5-Year,"Sarasota County, Florida"
1266062,Florida,2023,Place,"Silver Lake CDP, Florida",912,109,284,519,5-Year,"Lake County, Florida"
1266125,Florida,2023,Place,"Silver Springs CDP, Florida",1314,272,697,345,5-Year,"Marion County, Florida"
1266175,Florida,2023,Place,"Silver Springs Shores CDP, Florida",10076,1693,3330,5053,5-Year,"Marion County, Florida"
1266179,Florida,2023,Place,"Silver Springs Shores East CDP, Florida",449,117,95,237,5-Year,"Marion County, Florida"
1266425,Florida,2023,Place,"Sky Lake CDP, Florida",2250,151,1042,1057,5-Year,"Orange County, Florida"
1266725,Florida,2023,Place,"Sneads town, Florida",823,170,351,302,5-Year,"Jackson County, Florida"
1266875,Florida,2023,Place,"Solana CDP, Florida",374,50,231,93,5-Year,"Charlotte County, Florida"
1266925,Florida,2023,Place,"Sopchoppy city, Florida",219,33,88,98,5-Year,"Wakulla County, Florida"
1266975,Florida,2023,Place,"Sorrento CDP, Florida",112,0,44,68,5-Year,"Lake County, Florida"
1267163,Florida,2023,Place,"South Apopka CDP, Florida",2373,706,724,943,5-Year,"Orange County, Florida"
1267175,Florida,2023,Place,"South Bay city, Florida",791,258,310,223,5-Year,"Palm Beach County, Florida"
1267192,Florida,2023,Place,"South Beach CDP, Florida",1576,125,94,1357,5-Year,"Indian River County, Florida"
1267258,Florida,2023,Place,"South Bradenton CDP, Florida",11251,1726,5928,3597,5-Year,"Manatee County, Florida"
1267266,Florida,2023,Place,"South Brooksville CDP, Florida",2117,357,1052,708,5-Year,"Hernando County, Florida"
